Article Content,Category
"1. For an accident resulting in serious physical injury, five years, not including any time that the person is incarcerated.",Bill Resource
"2. For an accident resulting in death, ten years, not including any time that the person is incarcerated.",Bill Resource
"
F.
G. Five or more years after the revocation period has begun pursuant to subsection E
F, paragraph 2 of this section, not including any time that the person is incarcerated, a person may apply to the department for a restricted privilege to drive. The department may issue a restricted privilege to drive as described in section 28-144 if the department finds both of the following:",Bill Resource
1. The person is not convicted of any offense involving the operation of a motor vehicle while the person's driving privilege is revoked.,Bill Resource
2. The person has paid full restitution as ordered by the court.,Bill Resource
"
G.
H. The department shall revoke the license or permit to drive and any nonresident operating privilege of a person convicted pursuant to subsection C
D of this section for three years.",Bill Resource
"
H.
I. If the court finds by a preponderance of the evidence that the person's use of intoxicating liquor, any drug listed in section 13-3401, a vapor releasing substance containing a toxic substance or any combination of liquor, drugs or vapor releasing substances was a contributing factor to the accident, the court shall order the person to complete alcohol or other drug screening.",Bill Resource
"Sec. 3. Section 28-662, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-662. Accidents involving damage to vehicle; failure to stop; fully autonomous vehicle operating without a human driver; violation; classification; driver license suspension; alcohol or other drug screening
",Bill Resource
A. The driver of a vehicle involved in an accident resulting only in damage to a vehicle that is driven or attended by a person shall:,Bill Resource
1. Immediately stop the vehicle at the scene of the accident or as close to the accident scene as possible but shall immediately return to the accident scene.,Bill Resource
2. Remain at the scene of the accident until the driver has fulfilled the requirements of section 28-663.,Bill Resource
3. Make the stop without obstructing traffic more than is necessary.,Bill Resource
"
B. IF THE FIRST VEHICLE DESCRIBED IN SUBSECTION A OF THIS SECTION IS A FULLY AUTONOMOUS VEHICLE OPERATING WITHOUT A HUMAN DRIVER, THE REQUIREMENTS OF THIS SECTION ARE SATISFIED IF THE FULLY AUTONOMOUS VEHICLE:
",Bill Resource
"
1. IMMEDIATELY STOPS AT THE SCENE OF THE ACCIDENT OR AS CLOSE TO THE ACCIDENT SCENE AS POSSIBLE.
",Bill Resource
"
2. REMAINS STOPPED AT OR AS CLOSE AS POSSIBLE TO THE SCENE UNTIL THE REQUIREMENTS OF SECTION 28-663 HAVE BEEN SATISFIED.
",Bill Resource
"
3. MAKES THE STOP WITHOUT OBSTRUCTING TRAFFIC MORE THAN NECESSARY.
",Bill Resource
"
B.
C. A person failing to stop or comply with this section is guilty of a class 2 misdemeanor.",Bill Resource
"
C.
D. A court may order the department to suspend the license or permit to drive and any nonresident operating privilege of a person convicted under this section for one year. If reasonable suspicion exists to believe that the person's use of intoxicating liquor, any drug listed in section 13-3401, a vapor releasing substance containing a toxic substance or any combination of liquor, drugs or vapor releasing substances was a contributing factor to the accident, the department may require the person to complete alcohol or other drug screening as a condition of license reinstatement.",Bill Resource
"Sec. 4. Section 28-663, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-663. Duty to give information and assistance; fully autonomous vehicles operating without a human driver; violation; classification; alcohol or other drug screening
",Bill Resource
A. The driver of a vehicle involved in an accident resulting in injury to or death of a person or damage to a vehicle that is driven or attended by a person shall:,Bill Resource
1. Give the driver's name and address and the registration number of the vehicle the driver is driving.,Bill Resource
"2. On request, exhibit the person's driver license to the person struck or the driver or occupants of or person attending a vehicle collided with.",Bill Resource
"3. Render reasonable assistance to a person injured in the accident, including making arrangements for the carrying of the person to a physician, surgeon or hospital for medical or surgical treatment if it is apparent that treatment is necessary or if the carrying is requested by the injured person.",Bill Resource
"
B. IF THE FIRST VEHICLE DESCRIBED IN SUBSECTION A OF THIS SECTION IS A FULLY AUTONOMOUS VEHICLE OPERATING WITHOUT A HUMAN DRIVER, THE REQUIREMENTS OF THIS SECTION ARE SATISFIED IF BOTH:
",Bill Resource
"
1. THE VEHICLE OWNER OR A PERSON ON BEHALF OF THE VEHICLE OWNER PROMPTLY CONTACTS A LAW ENFORCEMENT AGENCY TO REPORT THE ACCIDENT OR IF THE FULLY AUTONOMOUS VEHICLE ALERTS A LAW ENFORCEMENT AGENCY TO THE ACCIDENT.
",Bill Resource
"
2. THE VEHICLE OWNER, A PERSON ON BEHALF OF THE VEHICLE OWNER OR THE FULLY AUTONOMOUS VEHICLE MAKES THE OWNER'S NAME AND ADDRESS AND THE REGISTRATION NUMBER OF THE VEHICLE AVAILABLE TO EITHER:
",Bill Resource
"
(A) A PERSON STRUCK BY THE VEHICLE.
",Bill Resource
"
(B) THE OCCUPANTS OF OR A PERSON ATTENDING A VEHICLE THAT IS INVOLVED IN THE ACCIDENT.
",Bill Resource
"
B.
C. A person who fails to comply with subsection A, paragraph 1 or 2 of this section is guilty of a class 3 misdemeanor.",Bill Resource
"
C.
D. A person who fails to comply with subsection A, paragraph 3 of this section is guilty of a class 6 felony. If the court finds by a preponderance of the evidence that the person's use of intoxicating liquor, any drug listed in section 13-3401, a vapor releasing substance containing a toxic substance or any combination of liquor, drugs or vapor releasing substances was a contributing factor to the accident, the court shall order the person to complete alcohol or other drug screening.",Bill Resource
"Sec. 5. Section 28-664, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-664. Duty on striking unattended vehicle; fully autonomous vehicle operating without a human driver; violation; classification
",Bill Resource
A. The driver of a vehicle that collides with a vehicle that is unattended shall immediately:,Bill Resource
1. Stop.,Bill Resource
2. Either:,Bill Resource
(a) Locate and notify the operator or owner of the vehicle of the name and address of the driver and owner of the vehicle striking the unattended vehicle.,Bill Resource
"(b) In a conspicuous place in the vehicle struck, leave a written notice giving the name and address of the driver and of the owner of the vehicle doing the striking.",Bill Resource
"
B. IF THE FIRST VEHICLE DESCRIBED IN SUBSECTION A OF THIS SECTION IS A FULLY AUTONOMOUS VEHICLE OPERATING WITHOUT A HUMAN DRIVER, THE REQUIREMENTS OF THIS SECTION ARE SATISFIED IF THE FULLY AUTONOMOUS VEHICLE IMMEDIATELY STOPS AND THE VEHICLE OWNER OR A PERSON ON BEHALF OF THE VEHICLE OWNER PROVIDES THE NOTICE PRESCRIBED IN SUBSECTION A, PARAGRAPH 2 OF THIS SECTION.
",Bill Resource
"
B.
C. A person who violates this section is guilty of a class 3 misdemeanor.",Bill Resource
"Sec. 6. Section 28-665, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-665. Striking fixtures on a highway; fully autonomous vehicle operating without a human driver; violation; classification
",Bill Resource
A. The driver of a vehicle involved in an accident resulting only in damage to fixtures or other property legally on or adjacent to a highway shall:,Bill Resource
1. Take reasonable steps to locate and notify the owner or person in charge of the property of:,Bill Resource
(a) The fact of the accident.,Bill Resource
(b) The driver's name and address.,Bill Resource
(c) The registration number of the vehicle the driver is driving.,Bill Resource
"2. On request, exhibit the driver's driver license.",Bill Resource
"
B. IF THE VEHICLE DESCRIBED IN SUBSECTION A OF THIS SECTION IS A FULLY AUTONOMOUS VEHICLE OPERATING WITHOUT A HUMAN DRIVER, THE REQUIREMENTS OF THIS SECTION ARE SATISFIED IF THE VEHICLE OWNER OR A PERSON ON BEHALF OF THE VEHICLE OWNER TAKES REASONABLE STEPS TO NOTIFY THE OWNER OR PERSON IN CHARGE OF THE PROPERTY OF ALL OF THE FOLLOWING:
",Bill Resource
"
1. THE FACT OF THE ACCIDENT.
",Bill Resource
"
2. THE VEHICLE OWNER'S NAME AND ADDRESS.
",Bill Resource
"
3. THE VEHICLE'S REGISTRATION NUMBER.
",Bill Resource
"
B.
C. A person who violates this section is guilty of a class 3 misdemeanor.",Bill Resource
"Sec. 7. Section 28-666, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-666. Notice of vehicle accident; fully autonomous vehicle operating without a human driver
",Bill Resource
"
A. The driver of a vehicle involved in an accident resulting in injury to or death of a person shall give notice of the accident immediately by the quickest means of communication, whether oral or written, to either:",Bill Resource
1. The local police department if the accident occurs within a municipality.,Bill Resource
2. The office of the county sheriff.,Bill Resource
3. The nearest office of the highway patrol.,Bill Resource
"
B. IF THE VEHICLE DESCRIBED IN SUBSECTION A OF THIS SECTION IS A FULLY AUTONOMOUS VEHICLE OPERATING WITHOUT A HUMAN DRIVER, THE NOTICE DESCRIBED IN THIS SECTION MAY BE PROVIDED BY THE VEHICLE OWNER OR A PERSON ON BEHALF OF THE VEHICLE OWNER.
",Bill Resource
"Sec. 8. Section 28-907, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-907. Child restraint system; civil penalty; exemptions; notice; child restraint fund; definitions
",Bill Resource
"A. Except as provided in subsection H of this section, a person shall not operate a motor vehicle on the highways in this state when transporting a child who is under five years of age unless that child is properly secured in a child restraint system.",Bill Resource
"B. The operator of a motor vehicle that is designed for carrying ten or fewer passengers, that is manufactured for the model year 1972 and thereafter and that is required to be equipped with an integrated lap and shoulder belt or a lap belt pursuant to the federal motor vehicle safety standards prescribed in 49 Code of Federal Regulations section 571.208 shall require each passenger who is at least five years of age, who is under eight years of age and who is not more than four feet nine inches tall to be restrained in a child restraint system.",Bill Resource
"C. The department shall adopt standards in accordance with 49 Code of Federal Regulations section 571.213 for the performance, design and installation of child restraint systems for use in motor vehicles as prescribed in this section.",Bill Resource
"D. A person who violates this section is subject to a civil penalty of fifty dollars
$50, except that a civil penalty shall not be imposed if the person makes a sufficient showing that the motor vehicle has been subsequently equipped with a child restraint system that meets the standards adopted pursuant to subsection C of this section. A sufficient showing may include a receipt mailed to the appropriate court officer that evidences purchase or acquisition of a child restraint system. The court imposing and collecting the civil penalty shall deposit, pursuant to sections 35-146 and 35-147, the monies, exclusive of any surcharges imposed pursuant to sections 12-116.01 and 12-116.02, in the child restraint fund.",Bill Resource
"E. If a law enforcement officer stops a vehicle for an apparent violation of this section, the officer shall determine from the driver the age and height of the child or children in the vehicle to assess whether the child or children in the vehicle should be in child restraint systems.",Bill Resource
"F. If the information given to the officer indicates that a violation of this section has not been committed, the officer shall not detain the vehicle any further unless some additional violation is involved. The stopping of a vehicle for an apparent or actual violation of this section is not probable cause for the search or seizure of the vehicle unless there is probable cause for another violation of law.",Bill Resource
G. The requirements of this section or evidence of a violation of this section are not admissible as evidence in a judicial proceeding except in a judicial proceeding for a violation of this section.,Bill Resource
H. This section does not apply to any of the following:,Bill Resource
1. A person who operates a motor vehicle that was originally manufactured without passenger restraint devices.,Bill Resource
2. A person who operates a motor vehicle that is also a recreational vehicle as defined in section 41-4001.,Bill Resource
3. A person who operates a commercial motor vehicle and who holds a current commercial driver license issued pursuant to chapter 8 of this title.,Bill Resource
4. A person who must transport a child in an emergency to obtain necessary medical care.,Bill Resource
5. A person who operates an authorized emergency vehicle that is transporting a child for medical care.,Bill Resource
"6. A person who transports more than one child under eight years of age in a motor vehicle that because of the restricted size of the passenger area does not provide sufficient area for the required number of child restraint systems, if both of the following conditions are met:",Bill Resource
(a) At least one child is restrained or seated as required by this section.,Bill Resource
(b) The person has secured as many of the other children in child restraint systems pursuant to this section as is reasonable given the restricted size of the passenger area and the number of passengers being transported in the motor vehicle.,Bill Resource
"I. Before the release of any newly born child from a hospital, the hospital in conjunction with the attending physician shall provide the parents of the child with a copy of this section and information with regard to the availability of loaner or rental programs for child restraint systems that may be available in the community where the child is born.",Bill Resource
J. A child restraint fund is established. The fund consists of all civil penalties deposited pursuant to this section and any monies donated by the public. The department of child safety shall administer the fund.,Bill Resource
"K. The department of child safety shall purchase child restraint systems that meet the requirements of this section from monies deposited in the fund. If a responsible agency requests child restraint systems and if they are available, the department of child safety shall distribute child restraint systems to the requesting responsible agency.",Bill Resource
"L. On the application of a person to a responsible agency on a finding by the responsible agency to which the application was made that the applicant is unable to acquire a child restraint system because the person is indigent and subject to availability, the responsible agency shall lend the applicant a child restraint system at no charge for as long as the applicant has a need to transport a child who is subject to this section.",Bill Resource
"M. Monies in the child restraint fund shall not exceed twenty thousand dollars. All monies collected over the twenty thousand dollar
$20,000 limit shall be deposited in the Arizona highway user revenue fund established by section 28-6533.",Bill Resource
"
N. THE PARENT OR GUARDIAN OF A CHILD OR OTHER ADULT ACCOMPANYING A CHILD IN THE VEHICLE MAY BE ISSUED A CITATION FOR A VIOLATION OF SUBSECTION A OF THIS SECTION THAT OCCURS IN A FULLY AUTONOMOUS VEHICLE OPERATING WITH THE AUTOMATED DRIVING SYSTEM ENGAGED.
",Bill Resource
"
N.
O. For the purposes of this section:",Bill Resource
"1. ""Child restraint system"" means an add-on child restraint system, a built-in child restraint system, a factory-installed built-in child restraint system, a rear-facing child restraint system or a booster seat as defined in 49 Code of Federal Regulations section 571.213.",Bill Resource
"2. ""Indigent"" means a person who is defined as an eligible person pursuant to section 36-2901.01.",Bill Resource
"3. ""Responsible agency"" means a licensed hospital, a public or private agency providing shelter services to victims of domestic violence, a public or private agency providing shelter services to homeless families or a health clinic.",Bill Resource
"Sec. 9. Section 28-909, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-909. Vehicle restraints required; exceptions; civil penalty
",Bill Resource
"A. Each front seat occupant of a motor vehicle that is designed for carrying ten or fewer passengers, that is manufactured for the model year 1972 and thereafter and that is required to be equipped with an integrated lap and shoulder belt or a lap belt pursuant to the federal motor vehicle safety standards prescribed in 49 Code of Federal Regulations section 571.208 shall either:",Bill Resource
1. Have the lap and shoulder belt properly adjusted and fastened while the vehicle is in motion.,Bill Resource
"2. If only a lap belt is installed where the occupant is sitting, have the lap belt properly adjusted and fastened while the vehicle is in motion.",Bill Resource
"B. The operator of a motor vehicle that is designed for carrying ten or fewer passengers, that is manufactured for the model year 1972 and thereafter and that is required to be equipped with an integrated lap and shoulder belt or a lap belt pursuant to the federal motor vehicle safety standards prescribed in 49 Code of Federal Regulations section 571.208 shall require each passenger under sixteen years of age to either:",Bill Resource
1. Have the lap and shoulder belt properly adjusted and fastened while the vehicle is in motion.,Bill Resource
"2. If only a lap belt is installed where the passenger is sitting, have the lap belt properly adjusted and fastened while the vehicle is in motion.",Bill Resource
C. A peace officer shall not stop or issue a citation to a person operating a motor vehicle on a highway in this state for a violation of this section unless the peace officer has reasonable cause to believe there is another alleged violation of a motor vehicle law of this state.,Bill Resource
"D. If a person is found responsible for a civil traffic violation under this section, a department or agency of this state shall not consider the violation for the purpose of determining whether the person's driver license should be suspended or revoked. A court shall not transmit abstracts of records of violations of this section to the department.",Bill Resource
E. An insurer shall not consider a civil traffic violation under this section as a traffic violation against the person for the purposes of establishing rates for motor vehicle liability insurance or determining the insurability of the person. An insurer shall not cancel or refuse to renew any policy of insurance because of the violation.,Bill Resource
F. This section does not apply to:,Bill Resource
1. A child subject to the requirements of section 28-907.,Bill Resource
2. A person possessing a written statement from a physician or a registered nurse practitioner that the person is unable for medical or psychological reasons to wear a lap and shoulder belt or a lap belt.,Bill Resource
3. A letter carrier of the United States postal service while the letter carrier is performing the letter carrier's duties.,Bill Resource
"G. If a person is found responsible for a civil traffic violation under this section, the person is subject to a maximum civil penalty of ten dollars
$10 for each violation.",Bill Resource
"
H. THE PARENT OR GUARDIAN OF A PASSENGER UNDER SIXTEEN YEARS OF AGE OR OTHER ADULT ACCOMPANYING THE PASSENGER UNDER SIXTEEN YEARS OF AGE MAY BE ISSUED A CITATION FOR A VIOLATION OF SUBSECTION B OF THIS SECTION THAT OCCURS IN A FULLY AUTONOMOUS VEHICLE OPERATING WITH THE AUTOMATED DRIVING SYSTEM ENGAGED.
",Bill Resource
"Sec. 10. Section 28-941, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-941. Multiple beam road lighting equipment arrangement
",Bill Resource
"Except as otherwise provided in this article, the head lamps
HEADLAMPS, the auxiliary driving lamp or the auxiliary passing lamp or combinations of the head lamps
HEADLAMPS, driving lamp or passing lamp on a motor vehicle other than a motor driven cycle shall be arranged so that selection may be made between distributions of light projected to different elevations, subject to the following requirements and limitations:",Bill Resource
"1. There shall be an uppermost distribution of light, or composite beam, so aimed and of sufficient intensity to reveal persons and vehicles at a distance of at least three hundred fifty feet ahead for all conditions of loading.",Bill Resource
"2. There shall be a lowermost distribution of light, or composite beam, so aimed and of sufficient intensity to reveal persons and vehicles at a distance of at least one hundred feet ahead, and under any condition of loading, none of the high intensity portion of the beam shall be directed to strike the eyes of an approaching driver.",Bill Resource
"3. A new motor vehicle, other than a motor driven cycle OR A FULLY AUTONOMOUS VEHICLE INCAPABLE OF OPERATION BY A HUMAN DRIVER, that is registered in this state and that has multiple beam road lighting equipment shall be equipped with a beam indicator that is:",Bill Resource
"(a) Lighted when the uppermost distribution of light from the head lamps
HEADLAMPS is in use and not otherwise lighted.",Bill Resource
(b) Designed and located so that when lighted it is readily visible without glare to the driver of the vehicle.,Bill Resource
"4. A person shall not operate a motor vehicle with a colored transparent or translucent substance or material installed, affixed or applied on or in front of the head lamps
 HEADLAMPS, the auxiliary driving lamp or the auxiliary passing lamp or combinations of the head lamps
HEADLAMPS, driving lamp or passing lamp that would obstruct, reduce or interfere with the visibility or effectiveness of the head lamps
HEADLAMPS or that would change the color of light emitted. This paragraph does not prohibit the placement of clear transparent material mounted in front of the head lamps
HEADLAMPS, fog lamps or auxiliary driving lamps.",Bill Resource
"Sec. 11. Section 28-956, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-956. Mirrors; exception
",Bill Resource
"A motor vehicle that is constructed or loaded in a manner that obstructs the driver's view to the rear of the vehicle from the driver's position shall be equipped with two mirrors located in a manner to reflect to the driver a view of the highway for a distance of at least two hundred feet to the rear of the vehicle. THIS SECTION DOES NOT APPLY TO A FULLY AUTONOMOUS VEHICLE THAT IS INCAPABLE OF OPERATION BY A HUMAN DRIVER.
",Bill Resource
"Sec. 12. Section 28-957, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-957. Windshield wipers required; exceptions
",Bill Resource
"A. The windshield on a motor vehicle shall be equipped with a device for cleaning rain, snow or other moisture from the windshield. The device shall be constructed in a manner to be controlled or operated by the driver of the vehicle.",Bill Resource
B. A windshield wiper on a motor vehicle shall be maintained in good working order.,Bill Resource
C. This section does not apply to a golf cart OR A FULLY AUTONOMOUS VEHICLE THAT IS INCAPABLE OF OPERATION BY A HUMAN DRIVER.,Bill Resource
"Sec. 13. Section 28-957.01, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-957.01. Windshields required
",Bill Resource
A. The following vehicles shall be equipped with an adequate windshield:,Bill Resource
"1. A passenger vehicle, except a motorcycle, an all-terrain vehicle and a golf cart manufactured or modified before June 17, 1998.",Bill Resource
"2. A motor truck or truck tractor, except fire trucks, fire engines or other fire apparatus, whether publicly or privately owned.",Bill Resource
B. This section does not apply to ANY OF THE FOLLOWING:,Bill Resource
"
1. An implement of husbandry.
or to
",Bill Resource
"
2. An antique, classic or horseless carriage automobile if it was not originally equipped with a windshield.",Bill Resource
"
3. A FULLY AUTONOMOUS VEHICLE THAT IS INCAPABLE OF OPERATION BY A HUMAN DRIVER.
",Bill Resource
"Sec. 14. Section 28-966, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-966. Neighborhood electric vehicles; motorized quadricycles; speed; restrictions; exception
",Bill Resource
A. A neighborhood electric vehicle shall not be operated at a speed of more than twenty-five miles per hour. A motorized quadricycle shall not be operated at a speed of more than fifteen miles per hour.,Bill Resource
B. A neighborhood electric vehicle and a motorized quadricycle shall not be driven on a highway that has a posted speed limit of more than thirty-five miles per hour. This subsection does not prohibit a neighborhood electric vehicle or a motorized quadricycle from crossing a highway that has a posted speed limit of more than thirty-five miles per hour at an intersection.,Bill Resource
"C. A neighborhood electric vehicle and a motorized quadricycle shall have a notice of the operational restrictions applying to the vehicle permanently attached to or painted on the vehicle in a location that is in clear view of the driver. THIS SUBSECTION DOES NOT APPLY TO A FULLY AUTONOMOUS VEHICLE THAT IS INCAPABLE OF OPERATION BY A HUMAN DRIVER.
",Bill Resource
"Sec. 15. Section 28-2157, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-2157. Application for registration; exception
",Bill Resource
"A. A person shall apply to the department for registration of a motor vehicle, trailer or semitrailer on forms prescribed or authorized by the department.",Bill Resource
B. The application shall contain:,Bill Resource
1. The name and complete residence address of the owner.,Bill Resource
"2. A description of the vehicle, including the serial number.",Bill Resource
"3. If it is a new vehicle, the date of sale by the manufacturer or dealer to the person first operating the vehicle.",Bill Resource
"4. If the owner of the vehicle rents or intends to rent the vehicle without a driver, a statement of that fact.",Bill Resource
5. Other facts required by the department.,Bill Resource
C. The registering officer shall indicate on the face of the registration application that the registrant may be subject to vehicle emissions testing requirements pursuant to section 49-542.,Bill Resource
"D. On request of an applicant, the department shall allow the applicant to provide on the registration of a motor vehicle, trailer or semitrailer a post office box address that is regularly used by the applicant and that is located in the county in which the applicant resides.",Bill Resource
E. The person shall include with the application the required fees and the certificate of title to the vehicle for which registration is sought. The registering officer may waive the requirement that the applicant present a certificate of title at the time of making an application for renewal if the registering officer has available complete and sufficient records to accurately compute the vehicle license tax.,Bill Resource
"F. The department may request an applicant who appears in person to register a motor vehicle, trailer or semitrailer to satisfactorily complete the vision screening test prescribed by the department.",Bill Resource
"G. A person applying for initial registration of a neighborhood electric vehicle or a motorized quadricycle shall certify in writing that a notice of the operational restrictions applying to the vehicle as provided in section 28-966 are contained on a permanent notice attached to or painted on the vehicle in a location that is in clear view of the driver. THIS SUBSECTION DOES NOT APPLY TO A FULLY AUTONOMOUS VEHICLE THAT IS INCAPABLE OF OPERATION BY A HUMAN DRIVER.
",Bill Resource
"Sec. 16. Section 28-3315, Arizona Revised Statutes, is amended to read:",Bill Resource
"28-3315. Period of suspension, revocation or disqualification; unlicensed drivers; definitions
",Bill Resource
"A. The department shall not suspend, revoke or disqualify a driver license or privilege to drive a motor vehicle on the public highways for more than one year from the date of a conviction or judgment, if any, against a person for which this chapter makes revocation, suspension or disqualification mandatory or from the date the notice is sent pursuant to section 28-3318 if no conviction was involved, except as permitted under subsection E of this section and sections 28-3312, 28-3319 and 28-3320.",Bill Resource
B. A person whose license or privilege to drive a motor vehicle on the public highways has been revoked may apply for reinstatement of the person's license as provided by law after the cause of the revocation is removed or after expiration of the revocation period prescribed by law. The department may reinstate the person's driver license after the department reviews an applicant's driving record in this state or another state or other sufficient evidence to determine that:,Bill Resource
1. All withdrawal actions are complete.,Bill Resource
2. The applicant has not been convicted of or found responsible for any traffic violations within twelve months preceding application.,Bill Resource
3. All other statutory requirements are satisfied.,Bill Resource
C. The department shall not accept an application for reinstatement of a driver license until after the twelve month period prescribed in subsection B of this section has elapsed.,Bill Resource
"D. If the department reinstates a person's driver license or driving privilege for a revocation that is related to alcohol or other drugs, the department may accept an evaluation that was performed within the previous twelve months from a physician, a psychologist, a physician assistant, a registered nurse practitioner or a substance abuse counselor indicating that, in the opinion of the physician, psychologist, physician assistant, registered nurse practitioner or substance abuse counselor, the condition does not affect or impair the person's ability to safely operate a motor vehicle. For the purposes of reinstating a license or driving privilege pursuant to this article, the department may rely on the opinion of a physician, a psychologist, a physician assistant, a registered nurse practitioner or a substance abuse counselor.",Bill Resource
E. Notwithstanding subsections A and B of this section:,Bill Resource
"1. A person whose license or privilege to drive is revoked pursuant to section 28-3304, subsection A, paragraph 1 or 11 is not entitled to have the person's license or privilege renewed or restored for three years.",Bill Resource
2. A person whose license or privilege to drive is revoked pursuant to section 13-1209 is not entitled to have the person's license or privilege renewed or restored for the period of time ordered by the court.,Bill Resource
"3. If a license, permit or privilege to drive is revoked pursuant to section 28-661, subsection E
F the license, permit or privilege may not be renewed or restored except as prescribed by section 28-661, subsections E
F and F
G.",Bill Resource
"4. A person whose license, permit or privilege to drive is revoked pursuant to section 28-661, subsection G
H is not entitled to have the person's license, permit or privilege renewed or restored for three years.",Bill Resource
"F. If an unlicensed driver commits an offense for which a driver license could be suspended, revoked or disqualified, the department shall not accept the unlicensed driver's application for a driver license for a period equal to the period of time that applies to a driver with a license. If the offense is one for which a driver license could be revoked, the department shall not accept the unlicensed driver's application for a driver license unless it
THE APPLICATION includes an evaluation from a physician, psychologist, physician assistant, registered nurse practitioner or substance abuse counselor on the habits and driving ability of the person and that the evaluator is satisfied that it is safe to grant the privilege of driving a motor vehicle on the public highways.",Bill Resource
"G. The expiration of a person's license during the period of time it is under suspension, revocation or disqualification does not invalidate or terminate the suspension, revocation or disqualification.",Bill Resource
"H. A person whose license or privilege to drive a motor vehicle on the public highways has been suspended pursuant to section 28-3306, subsection A, paragraph 5 or section 28-3314 may apply for a new license as provided by law after the cause for suspension is removed or after expiration of the suspension period prescribed by law if both of the following conditions are met:",Bill Resource
"1. The department is satisfied, after reviewing the medical condition and driving ability of the person, that it is safe to grant the person the privilege of driving a motor vehicle on the public highways.",Bill Resource
"2. If the person has a medical condition related to alcohol or other drugs, the department may accept an evaluation form from a physician, a psychologist, a physician assistant, a registered nurse practitioner or a substance abuse counselor indicating that, in the opinion of the physician, psychologist, physician assistant, registered nurse practitioner or substance abuse counselor, the condition does not affect or impair the person's ability to operate a motor vehicle in a safe manner.",Bill Resource
I. For the purposes of this section:,Bill Resource
"1. ""Physician"" means a physician who is licensed pursuant to title 32, chapter 13, 17 or 29.",Bill Resource
"2. ""Physician assistant"" means a physician assistant who is licensed pursuant to title 32, chapter 25.",Bill Resource
"3. ""Psychologist"" means a psychologist who is licensed pursuant to title 32, chapter 19.1.",Bill Resource
"4. ""Registered nurse practitioner"" means a registered nurse practitioner who is licensed pursuant to title 32, chapter 15.",Bill Resource
"5. ""Substance abuse counselor"" has the same meaning prescribed in section 28-3005.",Bill Resource
"Sec. 17. Title 28, Arizona Revised Statutes, is amended by adding chapter 31, to read:",Bill Resource
"
CHAPTER 31. AUTONOMOUS VEHICLES
",Bill Resource
"
ARTICLE 1. GENERAL PROVISIONS
",Bill Resource
"
28-9601. Definitions

",Bill Resource
"
IN THIS CHAPTER, UNLESS THE CONTEXT OTHERWISE REQUIRES:
",Bill Resource
"
1. ""ON-DEMAND AUTONOMOUS VEHICLE NETWORK"" MEANS A PASSENGER TRANSPORTATION NETWORK THAT USES A DIGITAL NETWORK OR SOFTWARE APPLICATION TO CONNECT PASSENGERS TO FULLY AUTONOMOUS VEHICLES FOR TRANSPORTATION, EXCLUSIVELY OR IN ADDITION TO OTHER VEHICLES, INCLUDING TRANSPORTATION FOR HIRE AND TRANSPORTATION FOR COMPENSATION.
",Bill Resource
"
2. ""REQUEST TO INTERVENE"" MEANS A NOTIFICATION BY AN AUTOMATED DRIVING SYSTEM TO A HUMAN DRIVER THAT THE HUMAN DRIVER SHOULD PROMPTLY BEGIN OR RESUME PERFORMANCE OF PART OR ALL OF THE DYNAMIC DRIVING TASK.
",Bill Resource
"
28-9602. Operation of autonomous vehicles

",Bill Resource
"
A. EXCEPT AS OTHERWISE PROVIDED IN THIS CHAPTER, THE OPERATION OF AUTONOMOUS VEHICLES WITH OR WITHOUT A HUMAN DRIVER IS SUBJECT TO ALL APPLICABLE FEDERAL AND STATE LAWS.
",Bill Resource
"
B. A PERSON MAY OPERATE AN AUTONOMOUS VEHICLE WITH THE AUTOMATED DRIVING SYSTEM ENGAGED ON PUBLIC ROADS IN THIS STATE WITH A LICENSED HUMAN DRIVER WHO IS ABLE TO RESUME PART OR ALL OF THE DYNAMIC DRIVING TASK OR RESPOND TO A REQUEST TO INTERVENE, IF ANY.
",Bill Resource
"
C. A FULLY AUTONOMOUS VEHICLE MAY OPERATE ON PUBLIC ROADS WITHOUT A HUMAN DRIVER ONLY IF A PERSON SUBMITS BOTH:
",Bill Resource
"
1. A LAW ENFORCEMENT INTERACTION PLAN TO THE DEPARTMENT OF TRANSPORTATION AND THE DEPARTMENT OF PUBLIC SAFETY THAT IS CONSISTENT WITH AND ADDRESSES ALL OF THE ELEMENTS IN THE LAW ENFORCEMENT PROTOCOL THAT WAS ISSUED BY THE DEPARTMENT OF PUBLIC SAFETY ON MAY 14, 2018, BEFORE BEGINNING THE OPERATION OR IF THE OPERATION HAS ALREADY BEGUN, WITHIN SIXTY DAYS AFTER THE EFFECTIVE DATE OF THIS SECTION.
",Bill Resource
